timestamp,product_id,product_category,warehouse_location,inventory_level,units_sold,unit_price,lead_time_days,restock_quantity,promotion_flag,temperature_celsius,humidity_percent,truck_arrival_delay_mins,demand_forecast
2024-05-04,P005,FMCG,WH01,353,36,379.5,5,228,1,19.41,46.03,50,40
2024-05-05,P010,FMCG,WH05,460,26,10.3,8,147,0,32.82,77.21,117,29
2024-05-06,P003,FMCG,WH01,483,37,466.16,14,106,1,39.21,64.85,109,37
2024-05-07,P009,Electronics,WH04,88,29,424.98,7,26,1,17.26,61.7,35,26
2024-05-08,P007,Apparel,WH04,66,40,286.84,1,71,1,29.14,46.87,115,40
2024-05-09,P009,Electronics,WH04,75,30,214.0,13,96,1,25.5,57.78,72,26
2024-05-10,P005,Electronics,WH03,472,33,260.37,2,214,0,22.75,46.54,21,34
2024-05-11,P010,FMCG,WH01,184,25,241.93,3,294,0,26.22,68.46,44,24
2024-05-12,P008,FMCG,WH05,153,28,56.86,12,165,0,29.31,50.85,53,26
2024-05-13,P010,Home Goods,WH02,354,21,115.12,10,206,0,23.71,30.98,40,25
2024-05-14,P004,Apparel,WH03,343,27,123.02,2,108,1,36.29,50.87,119,27
2024-05-15,P007,Electronics,WH01,470,26,42.62,7,58,0,26.8,52.22,82,27
2024-05-16,P004,FMCG,WH02,318,33,358.41,3,47,0,15.08,43.4,88,34
2024-05-17,P003,Electronics,WH03,64,31,421.1,14,221,1,19.24,45.33,61,35
2024-05-18,P003,Home Goods,WH05,187,25,476.07,12,284,0,18.52,67.37,3,23
2024-05-19,P003,Home Goods,WH01,494,29,274.64,1,47,0,17.24,53.79,24,32
2024-05-20,P007,Apparel,WH03,69,34,117.1,9,7,1,26.67,68.98,80,32
2024-05-21,P009,Home Goods,WH04,209,37,378.2,6,1,0,25.3,78.65,108,33
2024-05-22,P006,FMCG,WH02,446,42,365.99,3,260,0,16.48,34.24,17,38
2024-05-23,P004,Apparel,WH02,219,38,228.79,5,30,1,37.54,48.67,53,34
2024-05-24,P003,Apparel,WH05,322,33,266.08,6,272,0,27.59,78.31,68,30
2024-05-25,P006,FMCG,WH01,122,30,436.49,7,77,1,22.62,34.12,5,30
2024-05-26,P010,Electronics,WH04,291,35,381.96,4,125,1,39.35,55.64,61,34
2024-05-27,P001,Electronics,WH04,202,23,325.58,6,50,0,26.45,38.18,118,18
2024-05-28,P003,Home Goods,WH05,131,30,229.92,9,97,1,28.66,76.21,109,32
2024-05-29,P007,FMCG,WH01,175,29,17.62,13,293,1,29.37,58.2,105,25
2024-05-30,P009,Electronics,WH04,194,27,100.72,4,42,0,39.26,48.8,92,25
2024-05-31,P004,Apparel,WH01,418,20,276.31,3,72,0,18.46,69.34,40,19
2024-06-01,P007,Electronics,WH05,212,31,478.06,4,294,0,37.98,39.59,86,27
2024-06-02,P009,FMCG,WH01,413,31,398.0,7,150,1,24.24,50.18,61,27
2024-06-03,P001,FMCG,WH03,325,21,151.37,6,165,1,15.96,70.18,74,23
2024-06-04,P005,Electronics,WH03,460,25,34.05,14,185,0,27.94,45.62,67,22
2024-06-05,P003,Apparel,WH02,152,33,77.48,3,254,0,23.85,50.02,68,33
2024-06-06,P009,Electronics,WH03,360,25,218.11,10,252,0,33.56,72.72,110,26
2024-06-07,P003,Home Goods,WH03,94,33,375.21,3,141,0,15.58,43.87,81,30
2024-06-08,P001,FMCG,WH03,364,40,395.41,4,88,0,30.8,58.55,13,40
2024-06-09,P004,FMCG,WH01,417,26,306.82,14,147,0,33.65,38.89,5,28
2024-06-10,P005,Apparel,WH03,389,22,162.98,12,119,0,34.03,72.72,79,17
2024-06-11,P008,Electronics,WH04,266,36,288.01,4,109,1,35.56,49.47,49,34
2024-06-12,P005,Apparel,WH03,115,28,98.11,6,89,1,27.29,46.8,75,29
2024-06-13,P003,Electronics,WH05,481,37,347.15,7,22,1,32.83,42.39,62,38
2024-06-14,P010,Apparel,WH05,67,39,477.09,8,157,1,35.3,72.6,48,43
2024-06-15,P009,Electronics,WH02,303,26,418.67,11,196,1,17.55,59.46,80,21
2024-06-16,P001,FMCG,WH02,437,23,116.31,13,148,0,30.98,36.95,68,22
2024-06-17,P010,Home Goods,WH04,472,23,249.8,8,56,0,38.9,34.06,71,18
2024-06-18,P008,FMCG,WH02,65,30,231.15,14,108,1,31.72,30.88,53,26
2024-06-19,P009,Electronics,WH02,443,30,166.1,13,72,0,23.57,31.24,82,26
2024-06-20,P010,Electronics,WH05,498,36,19.79,4,15,1,25.29,56.92,90,34
2024-06-21,P003,Apparel,WH05,272,23,54.58,12,153,1,32.1,53.54,44,21
2024-06-22,P008,Electronics,WH04,225,27,484.61,10,220,1,16.73,35.36,90,25
2024-06-23,P004,Apparel,WH05,254,36,305.59,9,151,0,29.42,77.84,63,39
2024-06-24,P007,Apparel,WH02,150,27,111.69,3,248,1,23.47,37.53,0,27
2024-06-25,P007,Apparel,WH04,364,35,272.75,13,258,1,24.37,74.02,57,33
2024-06-26,P006,Home Goods,WH02,142,30,456.6,11,251,1,35.12,61.25,42,34
2024-06-27,P004,Home Goods,WH05,436,23,87.11,7,59,0,23.56,50.04,72,18
2024-06-28,P001,Home Goods,WH04,263,31,43.35,1,116,1,31.66,67.74,79,35
2024-01-01,P001,FMCG,WH05,329,38,497.45,3,268,1,36.89,32.46,0,39
2024-01-02,P008,Apparel,WH05,265,19,162.41,13,232,0,35.77,48.7,97,18
2024-01-03,P007,Apparel,WH05,383,26,308.74,1,206,0,25.59,58.89,30,23
2024-01-04,P009,Home Goods,WH01,116,35,313.7,5,177,0,28.45,40.35,107,33
2024-01-05,P003,Home Goods,WH04,499,23,244.16,9,56,0,33.41,77.93,5,19
2024-01-06,P004,Electronics,WH05,55,24,259.77,4,246,1,37.45,54.35,45,20
2024-01-07,P001,Electronics,WH02,234,27,341.49,3,291,1,34.82,41.99,81,25
2024-01-08,P007,Electronics,WH04,341,28,267.86,1,109,0,28.79,78.33,64,26
2024-01-09,P008,Home Goods,WH01,267,31,488.13,10,153,0,33.82,62.04,70,28
2024-01-10,P005,Apparel,WH05,409,42,239.81,9,43,1,25.0,53.21,110,41
2024-01-11,P003,Home Goods,WH03,315,37,81.69,5,128,1,25.19,67.39,54,38
2024-01-12,P008,FMCG,WH04,390,30,39.57,14,82,1,23.29,77.38,116,25
2024-01-13,P002,FMCG,WH03,253,32,346.82,3,231,1,32.87,47.65,72,30
2024-01-14,P002,Home Goods,WH02,147,26,264.2,6,56,0,23.1,44.87,94,30
2024-01-15,P006,FMCG,WH04,474,32,65.2,13,102,1,26.21,42.68,70,36
2024-01-16,P002,FMCG,WH01,418,27,126.63,9,168,1,30.23,39.36,1,31
2024-01-17,P009,Home Goods,WH01,438,35,456.25,8,22,0,35.32,57.91,78,37
2024-01-18,P006,Apparel,WH03,101,40,70.82,14,73,0,31.3,72.6,51,38
2024-01-19,P006,Apparel,WH03,479,25,481.39,2,227,1,22.48,70.89,99,22
2024-01-20,P005,Home Goods,WH05,204,20,194.94,7,1,1,38.12,75.45,56,17
2024-01-21,P001,Electronics,WH01,428,26,217.91,13,0,1,15.26,75.48,97,27
2024-01-22,P002,Apparel,WH04,432,29,126.76,3,279,1,36.44,41.56,81,30
2024-01-23,P006,Apparel,WH05,441,29,31.01,2,226,0,21.65,48.77,91,32
2024-01-24,P001,FMCG,WH01,75,29,87.5,6,217,1,27.76,75.35,100,26
2024-01-25,P009,Home Goods,WH02,487,26,260.74,4,285,1,30.52,62.87,34,29
2024-01-26,P008,Apparel,WH01,395,30,282.46,9,117,0,23.21,58.6,0,34
2024-01-27,P004,Apparel,WH01,409,21,91.39,7,226,1,18.08,73.09,99,16
2024-01-28,P006,Home Goods,WH04,367,34,213.59,12,60,1,31.85,47.75,86,36
2024-01-29,P004,Home Goods,WH05,211,29,429.4,4,144,1,15.4,35.95,105,26
2024-01-30,P009,Home Goods,WH03,489,22,298.54,10,151,0,28.91,45.6,82,19
2024-01-31,P002,Electronics,WH05,173,33,254.69,10,193,0,29.91,42.0,96,36
2024-02-01,P003,Apparel,WH01,144,27,417.25,2,43,1,38.79,54.82,54,24
2024-02-02,P004,Home Goods,WH05,353,22,224.17,2,297,1,25.13,73.6,108,17
2024-02-03,P003,FMCG,WH05,232,21,25.97,5,189,0,16.41,34.48,109,22
2024-02-04,P005,Electronics,WH02,71,42,428.7,9,127,0,24.26,46.74,68,40
2024-02-05,P001,FMCG,WH05,241,37,126.64,4,141,0,28.43,56.59,67,35
2024-02-06,P008,Apparel,WH02,420,33,76.23,8,151,1,28.75,64.36,11,31
2024-02-07,P003,Electronics,WH05,253,32,271.1,1,285,0,21.25,41.52,114,34
2024-02-08,P005,FMCG,WH02,152,34,285.25,9,250,1,30.21,60.71,65,31
2024-02-09,P008,Home Goods,WH05,252,30,294.96,10,204,1,22.82,49.26,40,27
2024-02-10,P006,Electronics,WH03,70,26,289.95,10,51,1,18.79,66.52,66,27
2024-02-11,P007,Apparel,WH04,59,42,213.86,10,82,1,24.89,34.07,60,40
2024-02-12,P006,Electronics,WH03,78,31,54.01,9,138,1,37.29,68.35,85,35
2024-02-13,P004,Home Goods,WH02,245,29,201.51,12,219,0,15.96,34.89,104,24
2024-02-14,P007,FMCG,WH03,226,35,263.61,13,3,1,30.97,62.36,36,38
2024-02-15,P009,Electronics,WH04,121,37,163.0,12,87,0,24.11,35.17,86,35
2024-02-16,P005,Electronics,WH03,434,31,451.69,1,205,1,25.97,78.26,115,28
2024-02-17,P003,FMCG,WH02,327,24,441.81,7,192,1,19.9,68.51,43,22
2024-02-18,P008,Apparel,WH01,242,27,413.38,10,221,1,23.09,31.61,61,22
2024-02-19,P005,Electronics,WH04,257,37,489.14,12,157,0,31.02,55.41,46,35
2024-02-20,P002,Apparel,WH05,110,26,79.3,7,63,1,27.57,33.58,94,23
2024-02-21,P002,FMCG,WH03,345,29,393.3,6,145,0,38.08,61.73,12,27
2024-02-22,P004,FMCG,WH03,361,29,251.4,8,3,0,18.3,66.19,63,30
2024-02-23,P008,FMCG,WH03,185,25,59.54,10,89,0,23.3,60.56,55,29
2024-02-24,P003,Home Goods,WH05,409,33,493.74,3,99,0,38.31,66.61,69,28
2024-02-25,P004,Apparel,WH03,221,29,404.91,11,32,0,22.25,34.63,71,27
2024-02-26,P003,Apparel,WH04,61,35,29.96,13,215,0,34.88,72.99,47,39
2024-02-27,P001,FMCG,WH04,280,26,285.7,14,5,1,16.55,38.16,80,28
2024-02-28,P002,Electronics,WH01,321,33,488.42,5,59,1,20.78,65.23,67,35
2024-02-29,P003,FMCG,WH04,80,31,411.11,10,296,0,34.49,35.92,74,32
2024-03-01,P007,Home Goods,WH01,452,37,253.26,1,55,0,28.85,33.53,19,38
2024-03-02,P005,Electronics,WH05,265,30,329.21,13,205,0,30.62,42.35,43,26
2024-03-03,P010,Home Goods,WH02,162,22,127.99,8,216,0,31.64,68.48,95,20
2024-03-04,P008,Home Goods,WH04,485,24,264.89,1,154,0,19.43,53.22,77,23
2024-03-05,P010,Electronics,WH03,125,25,374.31,9,98,0,22.09,49.63,28,23
2024-03-06,P005,FMCG,WH02,399,28,155.29,9,157,0,30.62,54.03,69,28
2024-03-07,P010,Apparel,WH01,419,25,397.98,6,240,1,24.63,48.75,10,28
2024-03-08,P010,FMCG,WH03,219,36,477.88,5,178,0,33.43,76.62,29,40
2024-03-09,P006,Home Goods,WH03,63,33,156.93,3,16,1,36.76,50.45,34,28
2024-03-10,P007,Electronics,WH03,280,36,437.73,11,6,0,38.28,45.72,94,37
2024-03-11,P005,Apparel,WH05,377,32,432.72,11,247,1,34.83,67.06,15,33
2024-03-12,P010,Electronics,WH04,175,25,418.18,14,190,0,19.5,37.79,62,27
2024-03-13,P008,Apparel,WH03,250,32,271.42,6,294,0,15.08,66.74,21,31
2024-03-14,P003,FMCG,WH01,469,30,112.23,12,171,0,34.11,70.47,15,30
2024-03-15,P006,Home Goods,WH05,177,28,368.62,4,187,0,35.16,64.12,2,24
2024-03-16,P006,Home Goods,WH04,445,35,288.27,9,87,0,36.99,48.92,70,35
2024-03-17,P006,Apparel,WH01,413,34,331.88,14,291,0,22.09,43.77,55,29
2024-03-18,P001,FMCG,WH02,224,32,408.37,4,96,0,15.26,50.31,95,29
2024-03-19,P008,Home Goods,WH02,323,29,388.59,3,111,0,31.58,51.33,29,32
2024-03-20,P008,Apparel,WH04,498,28,55.48,14,239,1,39.02,50.01,52,25
2024-03-21,P004,Home Goods,WH03,272,33,225.77,1,236,1,16.12,31.71,11,31
2024-03-22,P002,Home Goods,WH01,278,39,149.74,10,287,1,30.93,45.28,117,34
2024-03-23,P004,Electronics,WH03,339,27,85.73,9,290,1,18.81,31.56,61,29
2024-03-24,P009,Apparel,WH03,451,35,144.0,3,58,0,33.72,69.49,0,39
2024-03-25,P004,Electronics,WH02,459,29,100.94,9,86,0,31.76,76.29,45,28
2024-03-26,P005,Electronics,WH01,284,28,60.94,13,33,0,27.53,63.81,30,29
2024-03-27,P002,Home Goods,WH01,421,39,108.24,12,38,1,27.1,56.5,66,38
2024-03-28,P008,Electronics,WH02,280,32,434.24,14,171,1,23.98,47.94,79,33
2024-03-29,P001,Electronics,WH02,360,24,199.83,2,252,1,20.09,51.59,108,26
2024-03-30,P010,Electronics,WH02,390,30,11.36,8,257,0,16.63,39.5,30,32
2024-03-31,P002,Home Goods,WH01,475,32,416.51,12,182,0,34.93,64.95,49,35
2024-04-01,P003,Home Goods,WH04,471,30,57.58,14,286,1,19.54,72.46,2,34
2024-04-02,P009,Apparel,WH02,449,19,54.47,9,208,0,33.92,75.32,51,19
2024-04-03,P001,Home Goods,WH05,181,26,266.46,1,292,0,29.9,64.89,97,28
2024-04-04,P007,Apparel,WH04,375,39,54.82,1,264,1,21.63,53.5,104,43
2024-04-05,P007,Home Goods,WH03,294,26,314.42,13,10,1,21.72,47.59,5,29
2024-04-06,P002,Apparel,WH04,495,37,445.98,3,131,1,20.02,66.75,87,39
2024-04-07,P005,Home Goods,WH02,297,27,495.99,4,235,0,16.84,33.91,67,30
2024-04-08,P008,FMCG,WH05,167,24,471.1,5,40,0,15.08,56.14,64,20
2024-04-09,P001,Apparel,WH02,316,12,253.56,7,20,1,34.21,49.98,33,16
2024-04-10,P005,Apparel,WH04,266,28,14.91,1,30,0,23.2,69.26,1,27
2024-04-11,P005,Electronics,WH02,350,25,128.65,6,277,1,18.56,31.01,118,25
2024-04-12,P008,FMCG,WH05,342,34,215.9,11,68,1,35.83,62.29,35,37
2024-04-13,P003,Home Goods,WH03,203,39,79.69,1,36,1,25.72,43.61,49,43
2024-04-14,P004,FMCG,WH01,167,34,499.57,12,77,1,37.42,62.26,115,32
2024-04-15,P010,Home Goods,WH01,378,20,300.43,2,176,0,32.47,70.88,46,15
2024-04-16,P007,Apparel,WH03,127,36,229.94,7,197,1,23.09,40.15,72,32
2024-04-17,P007,Home Goods,WH05,376,30,342.11,3,296,0,26.58,32.55,27,27
2024-04-18,P009,FMCG,WH02,74,25,79.57,1,84,1,24.56,63.13,12,27
2024-04-19,P008,Home Goods,WH04,128,25,312.17,9,280,0,26.98,71.28,55,26
2024-04-20,P003,Home Goods,WH03,259,34,198.63,7,80,0,39.43,47.47,96,33
2024-04-21,P003,FMCG,WH05,203,30,54.39,9,262,0,19.51,78.29,116,30
2024-04-22,P003,Apparel,WH05,404,28,59.74,9,244,0,21.18,43.62,57,30
2024-04-23,P002,FMCG,WH02,257,34,163.59,3,163,0,32.5,33.44,81,33
2024-04-24,P002,Apparel,WH04,228,23,335.16,1,18,1,31.22,38.8,44,20
2024-04-25,P010,Apparel,WH01,58,23,114.42,1,160,0,39.54,47.47,27,18
2024-04-26,P001,Electronics,WH05,376,27,29.02,7,46,1,20.6,31.49,63,22
2024-04-27,P005,Home Goods,WH02,345,21,346.51,9,105,0,20.32,63.38,101,25
2024-04-28,P004,Apparel,WH04,462,31,469.92,7,275,0,26.14,45.72,46,34
2024-04-29,P001,FMCG,WH02,68,34,472.25,9,65,0,20.34,43.93,69,29
2024-04-30,P009,FMCG,WH01,238,31,107.03,12,120,1,15.81,64.73,9,28
2024-05-01,P004,Apparel,WH04,451,27,470.82,10,250,0,34.14,50.46,119,29
2024-05-02,P010,FMCG,WH05,294,31,357.43,4,180,1,23.13,35.45,81,31
2024-05-03,P004,FMCG,WH05,434,35,96.28,3,160,1,39.48,39.37,8,37
2024-05-04,P007,Electronics,WH03,478,27,326.37,8,280,0,33.71,70.93,76,26
2024-05-05,P005,Electronics,WH04,373,26,471.76,14,282,1,24.22,35.95,114,26
2024-05-06,P004,FMCG,WH02,58,36,270.75,8,24,1,30.76,45.88,95,38
2024-05-07,P001,Electronics,WH02,276,36,51.72,14,262,0,28.46,48.93,48,31
2024-05-08,P001,Home Goods,WH01,120,24,44.41,10,295,1,38.12,30.37,67,23
2024-05-09,P006,Electronics,WH04,423,40,93.55,4,178,0,35.06,57.44,68,41
2024-05-10,P003,Electronics,WH03,256,33,251.15,11,109,0,37.31,70.16,88,28
2024-05-11,P001,Home Goods,WH04,252,30,42.62,3,227,1,31.6,68.0,24,28
2024-05-12,P005,Electronics,WH01,150,28,212.79,1,255,1,25.6,59.83,64,30
2024-05-13,P006,Home Goods,WH05,81,31,77.85,3,164,0,31.05,35.71,46,34
2024-05-14,P009,Electronics,WH05,447,31,39.55,8,9,1,28.26,37.32,10,26
2024-05-15,P006,FMCG,WH02,244,27,311.76,6,239,1,27.71,60.98,73,26
2024-05-16,P001,Apparel,WH02,310,37,201.41,14,272,0,33.11,66.73,23,38
2024-05-17,P003,Home Goods,WH03,341,27,288.13,14,53,0,26.0,57.25,54,30
2024-05-18,P002,Electronics,WH03,268,25,277.89,4,229,1,39.46,31.52,13,22
2024-05-19,P009,Electronics,WH02,318,30,411.73,5,129,0,31.28,50.28,2,27
2024-05-20,P004,Electronics,WH05,410,40,425.9,14,141,0,36.82,62.42,118,44
2024-05-21,P009,Apparel,WH05,168,38,94.04,11,273,0,27.05,79.13,97,42
2024-05-22,P008,Electronics,WH02,58,42,476.77,8,273,1,29.28,44.3,23,39
2024-05-23,P009,Home Goods,WH05,234,33,41.72,10,198,0,20.52,44.47,62,32
2024-05-24,P006,FMCG,WH02,228,36,352.08,1,182,1,30.51,75.35,40,32
2024-05-25,P005,Apparel,WH05,249,23,346.77,5,55,0,39.47,65.0,105,22
2024-05-26,P001,Home Goods,WH01,170,22,296.13,3,20,0,30.45,63.13,91,21
2024-05-27,P008,Home Goods,WH01,310,23,107.41,6,138,1,34.82,54.81,93,23
2024-05-28,P002,Home Goods,WH02,402,28,374.3,3,45,1,20.07,67.52,17,32
2024-05-29,P006,Apparel,WH04,56,25,449.67,1,94,0,18.6,46.51,102,25
2024-05-30,P008,Home Goods,WH05,422,36,80.54,11,126,0,23.5,53.93,76,36
2024-05-31,P010,Apparel,WH03,370,24,182.59,1,184,1,37.23,45.22,29,23
2024-06-01,P003,Apparel,WH01,136,22,224.85,13,101,1,32.43,32.95,18,20
2024-06-02,P003,FMCG,WH04,325,37,418.13,10,20,1,26.54,66.03,65,36
2024-06-03,P008,FMCG,WH02,266,26,305.39,4,201,0,22.08,42.15,2,23
2024-06-04,P010,Home Goods,WH05,191,33,11.46,1,216,0,17.48,70.29,0,35
2024-06-05,P004,FMCG,WH03,306,35,266.15,9,280,0,18.78,46.49,55,31
2024-06-06,P006,Apparel,WH02,328,25,246.25,9,112,1,18.39,56.24,57,27
2024-06-07,P001,Home Goods,WH05,332,34,379.51,8,102,1,27.44,39.98,3,33
2024-06-08,P005,Apparel,WH03,483,38,420.07,5,130,1,36.85,57.84,116,37
2024-06-09,P004,Apparel,WH01,313,32,60.54,12,18,1,22.68,75.73,63,35
2024-06-10,P008,Home Goods,WH04,364,29,419.48,1,91,0,18.57,74.95,72,28
2024-06-11,P007,Home Goods,WH04,142,32,382.99,2,219,1,30.85,70.29,53,33
2024-06-12,P008,Home Goods,WH04,56,36,73.87,1,269,1,31.82,45.41,101,36
2024-06-13,P007,Apparel,WH05,389,41,302.29,4,185,1,25.75,79.83,70,36
2024-06-14,P007,Apparel,WH04,340,26,55.72,10,105,0,17.94,38.0,76,30
2024-06-15,P006,Electronics,WH04,384,37,391.94,1,102,1,28.46,47.49,57,41
2024-06-16,P003,Electronics,WH04,134,34,54.45,12,19,0,19.17,58.99,48,30
2024-06-17,P001,FMCG,WH01,101,37,158.18,3,52,0,18.15,78.13,10,34
2024-06-18,P003,Electronics,WH01,260,38,360.04,14,206,1,34.68,63.22,53,38
2024-06-19,P001,Electronics,WH03,330,32,313.76,12,33,0,18.74,49.0,16,36
2024-06-20,P007,FMCG,WH04,108,35,494.19,1,237,0,31.98,68.23,105,30
2024-06-21,P008,FMCG,WH05,416,16,62.79,11,280,0,22.97,78.97,71,19
2024-06-22,P005,FMCG,WH01,189,29,412.55,7,238,0,22.98,76.18,105,32
2024-06-23,P010,Electronics,WH03,224,26,31.99,3,27,0,20.65,75.84,2,21
2024-06-24,P001,Apparel,WH03,199,33,485.56,14,153,0,29.0,69.35,17,29
2024-06-25,P007,FMCG,WH02,439,21,222.56,12,102,1,23.34,46.15,99,23
2024-06-26,P005,Apparel,WH04,468,37,243.34,7,133,0,30.75,35.47,74,36
2024-06-27,P009,Electronics,WH04,154,30,140.05,9,174,1,39.1,72.95,80,33
2024-06-28,P010,FMCG,WH04,111,22,480.91,12,54,0,23.21,69.29,112,21
2024-01-01,P008,Apparel,WH01,95,29,237.77,12,114,1,29.28,53.85,4,33
2024-01-02,P004,Electronics,WH01,217,21,97.93,6,194,0,23.87,38.99,94,18
2024-01-03,P005,Electronics,WH01,86,25,250.24,6,69,1,19.33,51.3,102,23
2024-01-04,P002,Electronics,WH05,332,29,84.49,14,294,1,24.67,78.45,59,30
2024-01-05,P005,Electronics,WH05,345,32,232.6,5,270,0,39.27,33.11,67,27
2024-01-06,P001,FMCG,WH02,303,26,196.38,14,228,0,26.31,56.43,51,28
2024-01-07,P004,Home Goods,WH02,125,22,81.41,6,252,0,38.58,47.05,43,20
2024-01-08,P009,Apparel,WH02,268,28,137.3,3,227,0,35.26,55.85,62,32
2024-01-09,P009,Electronics,WH03,187,32,439.33,12,35,1,15.08,45.11,11,34
2024-01-10,P009,Home Goods,WH05,404,34,333.01,6,280,1,38.09,51.92,97,32
2024-01-11,P002,Apparel,WH02,239,32,486.67,4,103,0,24.81,65.57,46,28
2024-01-12,P001,FMCG,WH04,258,23,249.46,14,153,1,34.96,75.9,23,27
2024-01-13,P006,FMCG,WH01,426,33,216.08,2,97,1,36.58,78.17,44,36
2024-01-14,P005,FMCG,WH02,418,28,475.34,6,155,1,32.71,44.48,118,23
2024-01-15,P002,Apparel,WH05,186,35,104.77,4,157,1,32.78,55.4,115,39
2024-01-16,P003,FMCG,WH02,242,18,385.14,3,133,0,16.11,59.32,95,18
2024-01-17,P006,Apparel,WH03,235,26,443.49,4,184,1,28.1,66.52,31,28
2024-01-18,P009,Electronics,WH01,357,29,316.65,3,147,1,27.77,69.16,96,28
2024-01-19,P010,Apparel,WH01,120,34,433.53,4,231,1,38.21,77.59,81,33
2024-01-20,P001,Home Goods,WH03,107,32,233.89,6,214,1,18.16,59.6,113,34
2024-01-21,P003,Electronics,WH01,165,18,58.86,13,63,0,34.92,45.92,4,19
2024-01-22,P004,FMCG,WH05,318,26,251.65,11,255,0,31.81,45.4,19,27
2024-01-23,P001,FMCG,WH01,347,37,36.0,7,218,0,20.38,63.89,7,40
2024-01-24,P008,Home Goods,WH02,441,28,20.29,12,157,1,36.17,67.92,116,31
2024-01-25,P010,Home Goods,WH01,216,30,383.69,10,8,0,34.19,52.36,112,32
2024-01-26,P010,Home Goods,WH01,106,30,200.9,12,64,0,27.28,44.71,95,28
2024-01-27,P001,Electronics,WH03,147,20,64.28,7,205,1,16.09,67.47,81,24
2024-01-28,P005,Electronics,WH02,250,42,142.06,11,165,1,21.02,33.53,50,43
2024-01-29,P007,Electronics,WH03,229,25,151.18,2,137,0,28.91,49.11,115,20
2024-01-30,P010,Electronics,WH01,175,35,78.5,9,240,0,26.45,79.35,8,33
2024-01-31,P008,Home Goods,WH05,200,33,121.15,2,298,1,25.58,68.11,82,37
2024-02-01,P002,Electronics,WH04,409,21,447.45,14,284,0,39.56,63.46,67,20
2024-02-02,P001,Electronics,WH05,283,26,138.9,4,257,0,17.35,44.66,23,21
2024-02-03,P010,Apparel,WH01,95,31,252.98,13,249,1,17.33,56.37,110,30
2024-02-04,P001,FMCG,WH04,167,34,169.37,3,273,0,25.75,71.24,101,38
2024-02-05,P003,Home Goods,WH03,341,23,316.38,9,194,1,34.74,40.55,27,27
2024-02-06,P001,Apparel,WH03,358,28,329.91,2,62,1,38.2,65.01,70,23
2024-02-07,P006,Electronics,WH03,302,31,255.84,14,101,1,21.86,45.94,29,31
2024-02-08,P004,Electronics,WH01,354,31,320.71,12,237,1,22.88,32.17,8,34
2024-02-09,P006,Electronics,WH01,89,29,429.48,4,299,0,20.57,53.93,34,30
2024-02-10,P010,Apparel,WH04,172,26,374.48,9,236,1,15.41,56.85,91,23
2024-02-11,P001,Electronics,WH02,344,34,499.87,14,297,1,29.59,79.62,13,38
2024-02-12,P003,Apparel,WH04,257,21,368.4,3,95,0,19.23,52.82,106,25
2024-02-13,P007,Home Goods,WH05,135,26,180.07,9,270,1,20.11,54.49,63,26
2024-02-14,P009,Home Goods,WH03,327,26,28.44,11,238,1,19.59,59.74,24,23
2024-02-15,P008,Electronics,WH04,425,39,419.22,4,193,1,21.87,72.24,56,34
2024-02-16,P004,Apparel,WH05,174,22,126.34,11,236,0,20.04,59.25,63,18
2024-02-17,P010,FMCG,WH05,86,31,43.99,5,121,0,34.58,49.87,29,35
2024-02-18,P010,FMCG,WH02,169,31,318.88,8,180,1,38.68,56.63,112,31
2024-02-19,P001,Apparel,WH02,307,29,231.33,6,123,0,23.19,61.94,89,30
2024-02-20,P008,Electronics,WH04,380,25,165.57,6,194,1,19.1,61.59,13,23
2024-02-21,P009,FMCG,WH04,79,31,470.89,1,21,0,31.1,50.32,23,35
2024-02-22,P001,Electronics,WH04,258,27,135.19,2,1,0,22.73,61.36,42,29
2024-02-23,P007,Electronics,WH05,267,37,233.69,3,166,0,20.4,53.94,62,32
2024-02-24,P008,Home Goods,WH05,374,19,189.87,2,23,1,28.07,75.19,44,14
2024-02-25,P006,FMCG,WH03,405,36,175.34,2,195,0,28.24,75.57,90,31
2024-02-26,P001,FMCG,WH03,51,24,315.28,3,157,1,35.22,48.61,6,26
2024-02-27,P007,Apparel,WH05,87,33,45.82,12,209,1,37.39,72.3,41,36
2024-02-28,P003,Apparel,WH03,359,35,133.27,5,60,0,27.6,31.16,112,30
2024-02-29,P006,Home Goods,WH05,390,35,326.98,7,284,1,36.57,37.56,36,37
2024-03-01,P002,Home Goods,WH03,283,27,178.99,4,232,0,19.75,36.61,6,23
2024-03-02,P008,FMCG,WH05,198,26,327.81,14,181,1,26.28,79.48,14,24
2024-03-03,P005,Electronics,WH03,470,34,89.09,3,103,1,17.34,41.04,19,31
2024-03-04,P004,Electronics,WH01,255,34,407.27,11,3,1,22.14,67.1,42,35
2024-03-05,P005,Apparel,WH05,83,36,115.44,9,233,0,34.25,38.95,83,34
2024-03-06,P004,Electronics,WH05,428,22,57.53,14,141,1,27.65,50.89,22,25
2024-03-07,P002,FMCG,WH04,442,28,396.47,1,40,1,35.61,51.66,47,28
2024-03-08,P008,FMCG,WH03,273,25,148.06,8,240,1,29.41,74.13,51,25
2024-03-09,P008,FMCG,WH04,445,32,215.61,10,70,1,33.73,64.62,20,36
2024-03-10,P009,Electronics,WH01,316,24,91.0,13,194,1,34.22,65.69,91,24
2024-03-11,P010,Apparel,WH04,357,32,357.12,6,171,0,24.85,43.24,33,27
